SiteName,Lat,Long,LENGTH,UNIT_ID,PHY_IDENT,UNIT_TYPE,BC_CLASS,DETH_CLASS,NRDA_CLASS,GEO_MAPPER,GEO_EDITOR,GEO_MAP_DT,GEO_SOURCE,BIO_MAPPER,BIO_EDITOR,BIO_MAP_DT,BIO_SOURCE,BIO_SLIDE,SCALE,VIDEO_TAPE,VIDEO_DATE,VIDEO_TIME,BASE_MAP,CHART,EXP_CALC,EXP_OBSER,EXP_BIO,EXP_CLASS,ORI,SED_SOURCE,SED_ABUND,SED_DIR,CHNG_TYPE,HAB_CALC,SHORENAME,SM_TOT_PCT,SM1_TYPE,SM1_PCT,SM1_FT,SM2_TYPE,SM2_PCT,SM2_FT,SM3_TYPE,SM3_PCT,SM3_FT,RAMP,PIERDOCK,SLIP_SMALL,SLIP_LARGE,RAILROAD,RIPAR_PCT,RIPAR_FT,ITZ_WIDTH,ZONECOMP,VER_UNIT,GRA_UNIT,SED_UNIT,TRI_UNIT,SAL_UNIT,SPA_UNIT,FUC_UNIT,BAR_UNIT,BMU_UNIT,ULV_UNIT,GCA_UNIT,OYS_UNIT,MUS_UNIT,RED_UNIT,CAL_UNIT,SBR_UNIT,SAR_UNIT,CHB_UNIT,SUR_UNIT,DEN_UNIT,ZOS_UNIT,NER_UNIT,MAC_UNIT,BIO_UNIT,BIOUNITTXT,SHORENORM,FET_NORM,RIGHT_45,LEFT_45,MAX_FET_DI,MAX_FET,EFF_FET,TIDE_RNG,A1_FMTXT,A2_FMTXT,A3_FMTXT,A4_FMTXT,B1_FMTXT,B2_FMTXT,B3_FMTXT,B4_FMTXT,B5_FMTXT,C1_FMTXT,COMMENTS,Shape_Length,distance_to_shore_m
Point Defiance North Wall,47.319055,-122.544862,1904.186,2696.0,5/1/225/0,L,25.0,58.0,9.0,Starkes,Harper,19990222.0,V,Dethier,Dethier,19990304.0,SV,"WA 1997-14-16,17,18","1:12,000",WA 1997-08,1997.0,22:14:40,T21N_R02E NE,18445,SP,SP,SP,SP,4.0,B,M,X,E,6.0,POINT DEFIANCE PARK,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,25.0,476.05,16.0,A1 B1 B2 C1, , , , , , , ,P, ,P, , , , , ,P, , , , , , , ,BAR-P ULV-P SBR-P,"BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR)",331.0,2.9,5.0,2.5,7.0,20.3,3.0,2.4,"HIGH, STEEP CLIFF (TILL)", , , ,BEACH FACE (SAND),LOW TIDE PLATFORM (TILL), , , , ,GOOD EXAMPLE OF HARDPAN,1904.1961671609636,49.853001621957276
Point Defiance Wall,47.317385,-122.548164,1904.186,2696.0,5/1/225/0,L,25.0,58.0,9.0,Starkes,Harper,19990222.0,V,Dethier,Dethier,19990304.0,SV,"WA 1997-14-16,17,18","1:12,000",WA 1997-08,1997.0,22:14:40,T21N_R02E NE,18445,SP,SP,SP,SP,4.0,B,M,X,E,6.0,POINT DEFIANCE PARK,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,25.0,476.05,16.0,A1 B1 B2 C1, , , , , , , ,P, ,P, , , , , ,P, , , , , , , ,BAR-P ULV-P SBR-P,"BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR)",331.0,2.9,5.0,2.5,7.0,20.3,3.0,2.4,"HIGH, STEEP CLIFF (TILL)", , , ,BEACH FACE (SAND),LOW TIDE PLATFORM (TILL), , , , ,GOOD EXAMPLE OF HARDPAN,1904.1961671609636,48.96183426822737
Point Defiance West Kelp Beds,47.314675,-122.547696,6890.877,2697.0,5/1/226/0,L,25.0,66.0,10.0,Starkes,Harper,19990222.0,V,Dethier,Dethier,19990304.0,SV,"WA 1997-14-19,20","1:12,000",WA 1997-08,1997.0,22:15:05,T21N_R02E NE,18445,P,SP,SP,SP,4.0,B,M,X,E,6.0,POINT DEFIANCE PARK,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,100.0,6890.88,10.0,A1 B1 C1, , , , , , ,P,P, ,P, , , , , ,P,P, , , , ,C, ,FUC-P BAR-P ULV-P SBR-P SAR-P NER-C,"ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR, NER), SARGASSUM (SAR)",238.0,1.8,2.4,2.5,190.0,7.3,2.8,2.4,"HIGH, STEEP CLIFF (TILL); BEACH BERM (PEBBLE, SAND)", , , ,"BEACH FACE (PEBBLE, SAND)", , , , , , ,6890.892704950647,96.65459074912043
Point Defiance West Wall,47.318113,-122.549194,1904.186,2696.0,5/1/225/0,L,25.0,58.0,9.0,Starkes,Harper,19990222.0,V,Dethier,Dethier,19990304.0,SV,"WA 1997-14-16,17,18","1:12,000",WA 1997-08,1997.0,22:14:40,T21N_R02E NE,18445,SP,SP,SP,SP,4.0,B,M,X,E,6.0,POINT DEFIANCE PARK,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,25.0,476.05,16.0,A1 B1 B2 C1, , , , , , , ,P, ,P, , , , , ,P, , , , , , , ,BAR-P ULV-P SBR-P,"BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR)",331.0,2.9,5.0,2.5,7.0,20.3,3.0,2.4,"HIGH, STEEP CLIFF (TILL)", , , ,BEACH FACE (SAND),LOW TIDE PLATFORM (TILL), , , , ,GOOD EXAMPLE OF HARDPAN,1904.1961671609636,135.70103944294883
Point George,48.560418,-122.988549,5573.94,6660.0,8/2/490/0,L,4.0,4.0,3.0,Harper,Harper,20000315.0,VPC,Dethier,Dethier,20000411.0,V, ,"1:12,000",WA 1999-11,1999.0,20:14:50,T36N_R02W SW,18423,SP,P,X,P,3.0,X,S,X,S,5.0,SHAW IS,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,5.0,278.7,10.0,A1 B1 C1,N, , , , , ,P,C, ,C, , , ,P, ,P,P, , , ,P,P, ,VER-N FUC-P BAR-C ULV-C RED-P SBR-P SAR-P ZOS-P NER-P,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), RED ALGAE (RED), KELP (SBR, NER), SARGASSUM (SAR), EELGRASS (ZOS)",234.0,3.0,2.2,2.4,312.0,12.6,4.2,1.4,RAMP PLATFORM (BEDROCK), , , ,"RAMP PLATFORM (BEDROCK); RAMP PLATFORM (VENEER OF BOULDER, COBBLE)", , , , , , ,5573.973849756423,19.245941380088517
Point Hudson,48.115774,-122.750321,2761.298,777.0,3/1/157/0,L,32.0,94.0,9.0,Gillie,Harper,19970301.0,VC,Morris,Dethier,19970301.0,SV,WA 1995-22-27,"1:12,000",WA 1995-06,1995.0,19:05:40,T30N_R01W NE,18471,VP,VP,VP,VP,5.0,A,S,X,S,5.0, ,100.0,RR,80.0,2209.04,WB,20.0,552.26, ,0.0,0.0,1.0,2.0,50.0,0.0,N,0.0,0.0,10.0,A1 B1 C1, , , , , , ,P,P, , , , , , , , , , , , , , , ,FUC-P BAR-P,"ROCKWEED (FUC), BARNACLES (BAR)",132.0,0.0,0.0,0.0,0.0,0.5,0.5,1.6,"MARINA (FILL, CONCRETE)", , , ,"MARINA, BREAKWATER, SEAWALL (RIPRAP, WOOD)", , , , , , ,2761.3947788290566,8.889439827604237
Point Ruston,47.299244,-122.502268,1574.935,2688.0,5/1/217/0,L,32.0,94.0,9.0,Starkes,Harper,19990222.0,V,Dethier,Dethier,19990304.0,SV,WA 1997-14-15,"1:12,000",WA 1997-08,1997.0,22:12:00,T21N_R02E SE,18445,SP,SP,SP,SP,3.0,B,M,X,E,4.0,RUSTON,100.0,LF,100.0,1574.93, ,0.0,0.0, ,0.0,0.0,0.0,2.0,0.0,0.0,N,0.0,0.0,5.0,A1 B1 C1, , , , , , ,P,C, ,P, , ,P, , ,P, , , , , , , ,FUC-P BAR-C ULV-P MUS-P SBR-P,"ROCKWEED (FUC), BARNACLES (BAR), MUSSELS (MUS), GREEN ALGAE (ULV), KELP (SBR)",48.0,17.2,6.7,3.4,48.0,17.2,7.1,2.4,LANDFILL (LOGS); WHARF (WOOD), , , ,LANDFILL (LOGS); WHARF (WOOD), , , , ,WHARF (WOOD),MARGINAL WHARF (ABANDONED),1574.9399453755439,46.34595251302506
Point Ruston Ferry,47.296091,-122.499,1601.363,2687.0,5/1/216/0,L,32.0,94.0,9.0,Starkes,Harper,19990222.0,V,Dethier,Dethier,19990304.0,V, ,"1:12,000",WA 1997-08,1997.0,22:11:41,T21N_R02E SE,18445,SP,SP,SP,SP,3.0,B,S,X,E,4.0,RUSTON,100.0,LF,100.0,1601.36, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,2.0,A1 B1 C1, , , , , , ,P,C, ,P, , ,P, , ,P, , , , , , , ,FUC-P BAR-C ULV-P MUS-P SBR-P,"ROCKWEED (FUC), BARNACLES (BAR), MUSSELS (MUS), GREEN ALGAE (ULV), KELP (SBR)",66.0,5.9,6.7,6.0,48.0,17.1,6.2,2.4,"LANDFILL, SEAWALL (FILL, RIPRAP)", , , ,"LANDFILL (FILL, RIPRAP)", , , , , ,TAILINGS DEPOSIT,1601.3624928845536,14.323986954148127
Point Vashon,47.512553,-122.473981,1130.273,2907.0,5/2/111/0,L,24.0,66.0,10.0,Starkes,Harper,19990306.0,V,Dethier,Dethier,19990305.0,V, ,"1:12,000",WA 1997-09,1997.0,21:16:20,T23N_R03E NW,18445,SP,SP,X,SP,4.0,A,M,X,S,6.0, ,100.0,RR,100.0,1130.27, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,42.0,A1 B1 B2 C1,W, , , , , ,P,P, ,C, , , , , ,C,C, , , , ,P, ,VER-W FUC-P BAR-P ULV-C SBR-C SAR-C NER-P,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR, NER), SARGASSUM (SAR)",4.0,44.9,7.2,7.6,4.0,44.9,9.5,2.4,SEAWALL (RIPRAP), , , ,SEAWALL (RIPRAP),BEACH WITH LOW TIDE TERRACE (TILL), , , , ,POINT VASHON,1130.276221393458,168.25017486867574
Point Whitehorn,48.896331,-122.795095,1830.704,4890.0,7/1/082/0,L,24.0,66.0,10.0,Reimer,Harper,19990609.0,VPC,Dethier,Dethier,19990624.0,S,WA 1997-2-3,"1:12,000",WA 1997-01,1997.0,17:24:59,T39N_R01W NE,18423,SE,SP,X,SP,4.0,B,A,X,E,6.0,POINT WHITEHORN,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,30.0,549.21,115.0,A1 A2 B1 B2 C1, , , , , , ,P,P, ,P, , , , , , ,C, , , ,C, , ,FUC-P BAR-P ULV-P SAR-C ZOS-C,"ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), SARGASSUM (SAR), EELGRASS (ZOS)",301.0,20.3,4.8,31.8,289.0,67.9,22.4,1.7,"INCLINED CLIFF OF MODERATE HEIGHT (LIVE TREES OVERLYING TILL); STEEP CLIFF OF MODERATE HEIGHT (SAND, PEBBLE, COBBLE, BOULDER)","BEACH BERM (LOGS OVERLYING SAND, PEBBLE, COBBLE)", , ,"BEACH FACE (VENEER OF COBBLE, BOULDER OVERLYING SAND, PEBBLE)","BEACH WITH LOW TIDE TERRACE (VENEER OF PEBBLE, COBBLE, BOULDER OVERLYING SAND)", , , , , ,1830.7166099443023,239.56673072852348
Point Whitney Shellfish Lab,47.763705,-122.853794,1227.764,1232.0,3/2/453/0,L,28.0,78.0,11.0,Howes,Harper,20000313.0,VP,Dethier,Dethier,20000515.0,SV,"WA 1999-6-15,16","1:12,000",WA 1999-04,1999.0,19:37:38,T26N_R01W NW,18445,P,P,X,P,4.0,A,M,X,S,8.0,WHITNEY PT,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,80.0,982.21,50.0,A1 A2 B1 B2 C1, , , , ,P, ,P,P, , , ,P, , , , , , , , ,P, , ,SAL-P FUC-P BAR-P OYS-P ZOS-P,"SALT MARSH (SAL), ROCKWEED (FUC), BARNACLES (BAR), OYSTERS (OYS), EELGRASS (ZOS)",36.0,3.0,4.5,5.8,0.0,7.1,3.0,2.2,"LOW INCLINED CLIFF, RAMP (LIVE TREES, DUNE GRASSES OVERLYING TILL)","LOW INCLINED CLIFF, RAMP (TILL, SAND)", , ,BEACH FACE (VENEER OF PEBBLE OVERLYING SAND),DELTA FAN (SAND), , , , , ,1227.7579444601922,161.60821617779857
Possession Point Ferry,47.897,-122.393167,3659.164,3859.0,6/1/172/0,L,32.0,94.0,9.0,Starkes,Harper,19990524.0,VPC,Dethier,Dethier,19990601.0,V, ,"1:12,000",WA 1997-04,1997.0,20:46:49,T28N_R03E NE,18423,SP,SP,X,SP,3.0,B,M,X,S,4.0, ,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,5.0,182.96,25.0,A1 B1 B2 C1, , , , , , ,P,P, ,C, , , , , , ,C, , , ,P, , ,FUC-P BAR-P ULV-C SAR-C ZOS-P,"ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), SARGASSUM (SAR), EELGRASS (ZOS)",199.0,26.0,10.6,7.7,187.0,44.5,13.0,1.3,"HIGH, STEEP CLIFF (TILL)", , , ,"BEACH FACE (SAND, PEBBLE)","BEACH FACE (VENEER OF PEBBLE, COBBLE OVERLYING SAND)", , , , , ,3659.1957441612117,1014.9188607236099
Possession Point Fingers,47.905306,-122.376914,1131.474,3863.0,6/2/001/0,L,24.0,66.0,10.0,Starkes,Harper,19990615.0,VPC,Dethier,Dethier,19990625.0,S,WA 1997-7-16,"1:12,000",WA 1997-04,1997.0,20:47:31,T28N_R03E NE,18423,SP,P,X,P,5.0,B,M,X,E,7.0, ,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,20.0,A1 B1 C1, , , , , , , ,P, ,C, , , , , , ,C, , , , , , ,BAR-P ULV-C SAR-C,"BARNACLES (BAR), GREEN ALGAE (ULV), SARGASSUM (SAR)",136.0,5.4,10.3,4.0,190.0,48.6,10.3,2.3,"HIGH, STEEP CLIFF (TILL)", , , ,"BEACH WITH LOW TIDE TERRACE (SAND, PEBBLE)", , , , , , ,1131.4593350296848,96.82660954076891
Pulali Point,47.761821,-122.849161,1802.614,1229.0,3/2/450/0,L,30.0,74.0,11.0,Howes,Harper,20000313.0,VP,Dethier,Dethier,20000515.0,V, ,"1:12,000",WA 1999-04,1999.0,19:37:08,T26N_R01W NW,18445,SP,P,X,P,4.0,B,M,X,S,8.0,WHITNEY PT,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,15.0,270.39,25.0,A1 A2 A3 B1 C1, , , , , , , ,P, , , ,C, , , , ,P, , , ,C, , ,BAR-P OYS-C SAR-P ZOS-C,"BARNACLES (BAR), OYSTERS (OYS), SARGASSUM (SAR), EELGRASS (ZOS)",87.0,3.8,4.5,7.0,171.0,11.7,4.5,2.2,INCLINED CLIFF OF MODERATE HEIGHT (LIVE TREES OVERLYING TILL),"LOW INCLINED CLIFF, RAMP (LOGS OVERLYING TILL, SAND)","LANDFILL (FILL); BEACH BERM (SAND, PEBBLE)", ,"BEACH FACE (VENEER OF PEBBLE, COBBLE OVERLYING SAND)", , , , , , ,1802.5973363884925,118.8178959565695
Redondo Beach,47.34892,-122.325934,597.9,2634.0,5/1/161/0,L,24.0,66.0,10.0,Starkes,Harper,19990222.0,V,Dethier,Dethier,19990304.0,V, ,"1:12,000",WA 1997-08,1997.0,21:52:14,T22N_R04E SW,18445,SP,SP,SP,SP,4.0,F,A,X,A,6.0,REDONDO,100.0,CB,50.0,298.95,WB,50.0,298.95, ,0.0,0.0,1.0,2.0,0.0,0.0,N,0.0,0.0,42.0,A1 B1 B2 C1, , , , , , , ,P, ,P, , , , , , , , , , , , , ,BAR-P ULV-P,"BARNACLES (BAR), GREEN ALGAE (ULV)",270.0,0.0,0.0,0.0,0.0,28.5,6.5,2.4,"SEAWALL, WHARF, BOAT RAMP (CONCRETE, WOOD)", , , ,"SEAWALL, WHARF, BOAT RAMP (CONCRETE, WOOD, RIPRAP)","BEACH FACE (PEBBLE, SAND)", , , ,"WHARF, BOAT RAMP (WOOD, CONCRETE)", ,597.8994407547443,110.26986133650752
Reuben Tarte,48.612837,-123.097222,400.821,5844.0,8/1/309/0,L,4.0,3.0,3.0,Reimer,Harper,19940929.0,VPCT,Morris,Dethier,20000523.0,SV,"WA 1994-5-5,6","1:12,000",WA 1994-01,1994.0,12:21:32,T36N_R03W NW,18433,SP,SP,X,SP,2.0,X,S,X,S,4.0, ,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,6.0,A1 B1 C1,N, , , , , ,P,P, ,P, , , , , ,P,P, , , , , , ,VER-N FUC-P BAR-P ULV-P SBR-P SAR-P,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR), SARGASSUM (SAR)",72.0,5.3,7.2,9.6,42.0,20.9,8.0,1.3,LOW INCLINED CLIFF (BEDROCK), , , ,RAMP PLATFORM (BEDROCK), , , , , , ,400.82627011441707,25.53550214733771
Rosario Beach Urchin Rocks,48.418732,-122.665668,1534.541,5387.0,7/3/219/0,L,25.0,19.0,4.0,Harper,Harper,19990601.0,VPC,Dethier,Dethier,19990614.0,V, ,"1:12,000",WA 1997-03,1997.0,19:31:05,T34N_R01E SE,18423,SE,SP,X,SP,4.0,O,M,X,S,6.0,ROSARIO HEAD,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,1.0,0.0,0.0,0.0,N,0.0,0.0,20.0,A1 A2 B1 C1, ,P, , , , , , , ,P, , , , , , , , , , , , , ,GRA-P ULV-P,"DUNE GRASS (GRA), GREEN ALGAE (ULV)",253.0,100.1,13.0,0.2,253.0,100.1,22.8,1.4,BEACH BERM (LOGS OVERLYING PEBBLE); LOW INCLINED CLIFF (DUNE GRASSES OVERLYING TILL),BEACH BERM (LOGS OVERLYING PEBBLE), , ,"BEACH FACE (SAND, PEBBLE)", , , , , , ,1534.5647956071257,133.80687822391405
Rosario Beach Urchin Rocks North,48.420164,-122.668159,1769.741,5386.0,7/3/218/0,L,9.0,18.0,4.0,Harper,Harper,19990601.0,VPC,Dethier,Dethier,19990614.0,V, ,"1:12,000",WA 1997-03,1997.0,19:30:56,T34N_R01E SE,18423,SE,SE,X,SE,5.0,B,S,X,S,3.0,ROSARIO HEAD,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,5.0,A1 B1 C1, , , , , , ,P,P, , , , , , , , , , , , , ,P, ,FUC-P BAR-P NER-P,"ROCKWEED (FUC), BARNACLES (BAR), KELP (NER)",200.0,0.0,0.0,0.0,0.0,98.6,28.2,1.4,"HIGH, STEEP CLIFF (BEDROCK)", , , ,"RAMP PLATFORM (VENEER OF BOULDER, COBBLE OVERLYING BEDROCK)", , , , , , ,1769.7709761227675,46.2658395681869
Rosario Head,48.415477,-122.66477,1066.253,5389.0,7/3/221/0,L,3.0,2.0,1.0,Harper,Harper,19990601.0,VPC,Dethier,Dethier,19990614.0,V, ,"1:12,000",WA 1997-03,1997.0,19:31:26,T34N_R01E SE,18423,SE,SE,SE,SE,1.0,X,S,X,S,3.0,ROSARIO HEAD,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,2.0,A1 B1 C1,N, , , , , ,C,C, , , , , , , , , , , , , ,C, ,VER-N FUC-C BAR-C NER-C,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), KELP (NER)",184.0,6.7,45.2,0.9,256.0,107.6,22.5,1.4,"HIGH, STEEP CLIFF (BEDROCK)", , , ,STEEP CLIFF OF MODERATE HEIGHT (BEDROCK), , , , , , ,1066.2706279488443,18.104953843203788
Rosario Wall,48.644098,-122.874995,1097.19,6533.0,8/2/363/0,L,3.0,50.0,9.0,Harper,Harper,20000315.0,VPC,Dethier,Dethier,20000411.0,V, ,"1:12,000",WA 1999-11,1999.0,19:41:54,T36N_R01W NW,18423,SP,P,X,P,3.0,X,S,X,S,5.0,"ORCAS IS, ROSARIO PT",0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,1.0,A1 B1 C1,N, , , , , ,P,C, ,C, , , , , ,P,C, , , , , , ,VER-N FUC-P BAR-C ULV-C SBR-P SAR-C,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR), SARGASSUM (SAR)",237.0,1.0,2.3,1.8,165.0,14.0,3.3,1.4,"HIGH, STEEP CLIFF (BEDROCK)", , , ,"HIGH, STEEP CLIFF (BEDROCK); RAMP PLATFORM (BEDROCK); RAMP PLATFORM (VENEER OF BOULDER, COBBLE OVERLYING BEDROCK)", , , , , , ,1097.204672973216,29.875395299750267
Rosie's Ravine,47.630199,-122.940635,326.962,1178.0,3/2/399/0,L,3.0,50.0,9.0,Howes,Harper,20000313.0,VP,Dethier,Dethier,20000515.0,V, ,"1:12,000",WA 1999-04,1999.0,19:20:29,T25N_R02W SW,18445,SP,P,X,P,3.0,B,S,X,S,5.0,HOOD CANAL,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,1.0,A1 B1 C1,N, , , , , ,P,C, , , ,P, , , , ,P, , , , , , ,VER-N FUC-P BAR-C OYS-P SAR-P,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), OYSTERS (OYS), SARGASSUM (SAR)",103.0,3.4,3.4,3.0,67.0,15.9,3.6,2.2,INCLINED CLIFF OF MODERATE HEIGHT (BEDROCK), , , ,INCLINED CLIFF OF MODERATE HEIGHT (BEDROCK), , , , , , ,326.96175601980633,206.4738722481222
Ruston - Katie Downs,47.28192,-122.478441,665.224,2684.0,5/1/213/0,L,32.0,94.0,9.0,Starkes,Harper,19990222.0,V,Dethier,Dethier,19990304.0,V, ,"1:12,000",WA 1997-08,1997.0,22:10:22,T21N_R03E SW,18445,SP,SP,SP,SP,3.0,A,M,X,S,4.0, ,100.0,RR,100.0,665.22, ,0.0,0.0, ,0.0,0.0,0.0,2.0,0.0,0.0,N,0.0,0.0,2.0,A1 B1 C1, , , , , , ,P,P, ,P, , , , , , , , , , ,P, , ,FUC-P BAR-P ULV-P ZOS-P,"ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), EELGRASS (ZOS)",31.0,13.4,5.3,5.6,37.0,17.8,6.5,2.4,SEAWALL (RIPRAP), , , ,SEAWALL (RIPRAP), , , , , ,WATERFRONT RESTAURANT,665.2221194994459,61.795400287397776
Salt Creek,48.168709,-123.711306,3106.264,423.0,2/1/013/0,L,9.0,2.0,1.0,Gillie,Harper,19970301.0,VC,Morris,Dethier,19970301.0,SV,WA 1995-16-29-31,"1:12,000",WA 1995-05,1995.0,16:19:25,T31N_R8W SW,18465,SE,SE,SE,SE,5.0,B,S,E,E,3.0,TONGUE PT.,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,25.0,A1 B1 B2 C1,M, , , , , ,P,P, , , , ,P,P, , , ,C,C, , ,C, ,VER-M FUC-P BAR-P MUS-P RED-P CHB-C SUR-C NER-C,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), MUSSELS (MUS), RED ALGAE (RED), KELP (CHB, NER), SURFGRASS (SUR)",5.0,18.2,44.2,35.7,299.0,500.0,85.3,1.3,LOW INCLINED CLIFF (BEDROCK), , , ,VENEER OF BEACH FACE OVERLYING RAMP PLATFORM (GRAVEL OVERLYING BEDROCK),RAMP PLATFORM (BEDROCK), , , , , ,3106.304583314716,438.23507958738446
Saltar's Point,47.168723,-122.614394,1747.409,1516.0,4/2/028/0,L,25.0,74.0,11.0,Howes,Harper,20000305.0,VP,Dethier,Dethier,20000428.0,SV,WA 1999-10-23,"1:12,000",WA 1999-06,1999.0,20:17:43,T19N_R01E NE,18445,SP,SP,X,SP,3.0,A,M,S,S,9.0,GORDAN PT,60.0,RR,60.0,1048.45, ,0.0,0.0, ,0.0,0.0,0.0,3.0,20.0,0.0,N,5.0,87.37,40.0,A1 B1 C1, ,P, , , , , ,P, ,C, , , , , ,P,P, , , ,P, , ,GRA-P BAR-P ULV-C SBR-P SAR-P ZOS-P,"DUNE GRASS (GRA), BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR), SARGASSUM (SAR), EELGRASS (ZOS)",319.0,4.2,5.5,4.8,331.0,19.5,5.8,3.0,SEAWALL (RIPRAP); BEACH BERM (SAND), , , ,"BEACH FACE (VENEER OF COBBLE, BOULDER, PEBBLE OVERLYING SAND); BEACH FACE (SAND)", , , , , , ,1747.4284705047928,98.90163997792429
Saltwater State Park,47.372727,-122.327878,1078.815,2628.0,5/1/155/0,L,24.0,66.0,10.0,Starkes,Harper,19990222.0,V,Dethier,Dethier,19990304.0,V, ,"1:12,000",WA 1997-08,1997.0,21:49:49,T22N_R04E SW,18445,SP,SP,SP,SP,4.0,F,A,X,A,6.0,SALTWATER STATE PARK,100.0,RR,100.0,1078.82, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,72.0,A1 B1 B2 C1, , , , , , , ,C, ,C, , , , , , , , , , , , , ,BAR-C ULV-C,"BARNACLES (BAR), GREEN ALGAE (ULV)",261.0,9.0,10.5,5.2,327.0,22.2,8.1,2.4,SEAWALL (RIPRAP), , , ,SEAWALL (RIPRAP),"DELTA WITH CHANNEL AND BARS (VENEER OF COBBLE, BOULDER OVERLYING PEBBLE, SAND)", , , , , ,1078.8132192946634,233.94598854995704
Sares Head,48.423927,-122.675213,7000.832,5385.0,7/3/217/0,L,3.0,2.0,1.0,Harper,Harper,19990601.0,VPC,Dethier,Dethier,19990614.0,V, ,"1:12,000",WA 1997-03,1997.0,19:29:47,T34N_R01E NE,18423,SE,SE,SE,SE,1.0,B,S,X,S,3.0,ANACORTES,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,3.0,A1 B1 C1,N, , , , , , ,C, , , , ,P,C, , , , ,P, , ,C, ,VER-N BAR-C MUS-P RED-C SUR-P NER-C,"LICHEN (VER), BARNACLES (BAR), MUSSELS (MUS), RED ALGAE (RED), KELP (NER), SURFGRASS (SUR)",252.0,98.6,12.6,37.9,252.0,98.6,28.2,1.4,"HIGH, STEEP CLIFF (BEDROCK)", , , ,"HIGH, STEEP CLIFF (BEDROCK); RAMP PLATFORM (VENEER OF BOULDER, COBBLE OVERLYING BEDROCK)", , , , , , ,7000.939029892154,106.74392312015783
